Molecule ChEMBL ID,Molecule Name,Molecular Weight,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Assay ChEMBL ID,Assay Description,Target ChEMBL ID,Target Name,Target Organism,Document ChEMBL ID
CHEMBL1088931,,609.66,6.63,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1)c1c(F)cccc1F,IC50,'=',6.2,nM,8.21,CHEMBL1108837,Inhibition of EGFR L858R mutant by time resolved fluorescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1156213
CHEMBL4794998,,540.94,3.75,C=CC(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCc1cn(CCCC(=O)NO)nn1,IC50,'=',5.4,nM,8.27,CHEMBL4736786,Inhibition of EGFR L858R/T790M (unknown origin) by mobility shift assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4732162
CHEMBL4793338,,526.92,3.36,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCC(=O)NO)nn1,IC50,'=',2.3,nM,8.64,CHEMBL4736786,Inhibition of EGFR L858R/T790M (unknown origin) by mobility shift assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4732162
CHEMBL4794670,,647.07,5.33,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCc1cn(CCCC(=O)NO)nn1,IC50,'=',1.8,nM,8.74,CHEMBL4736787,Inhibition of EGFR (unknown origin) by mobility shift assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4732162
CHEMBL119987,,384.41,2.78,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O,IC50,'=',37000.0,nM,4.43,CHEMBL677392,Inhibitory concentration against EGF receptor by polyGAT phosphorylation,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1126897
CHEMBL1873475,IBRUTINIB,440.51,4.22,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,IC50,'=',5.6,nM,8.25,CHEMBL4058115,Inhibition of EGFR (unknown origin),CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4052785
CHEMBL4095253,,427.49,2.35,C=CS(=O)(=O)N1CCC[C@@H]1Cn1cc(-c2ccc3c(c2)OCO3)c2c(N)ncnc21,IC50,'=',642.7,nM,6.19,CHEMBL4058124,Inhibition of recombinant human N-terminal GST-tagged EGFR (696 to end residues) expressed in baculovirus Sf21 insect cells preincubated for 5 mins followed by substrate addition after 30 to 60 mins in presence of ATP by fluorescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4052785
CHEMBL4741340,,504.65,4.51,[2H]C([2H])=CC(=O)Nc1cc(Nc2nccc(-c3cn(C([2H])([2H])[2H])c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,IC50,'=',1.7,nM,8.77,CHEMBL4736380,Inhibition of EGFR L858R/T790M mutant (unknown origin) expressed in baculovirus expression system using poly (Glu-Tyr) 4:1 as substrate incubated for 1 hr in presence of ATP by ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4732150
CHEMBL1645472,,340.41,2.54,NC1CCN(Cc2ccn3ncnc(Nc4cccc(F)c4)c23)CC1,IC50,'=',32.0,nM,7.5,CHEMBL1647391,Inhibition of EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1641446
CHEMBL31816,,373.78,3.69,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,'=',0.95,nM,9.02,CHEMBL674020,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1133162
CHEMBL4073960,,416.46,3.72,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(F)c4ccccc34)c3c(N)ncnc32)C1,IC50,'=',20.0,nM,7.7,CHEMBL4041413,Inhibition of human recombinant GST-tagged EGFR L858R mutant expressed in baculovirus expression system preincubated for 30 mins followed by ATP and TK-substrate addition measured after 15 mins by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4038351
CHEMBL4238771,,336.25,5.07,Clc1ccc(SCc2n[nH]c(-c3ccc(Cl)cc3)n2)cc1,IC50,'=',45500.0,nM,4.34,CHEMBL4231196,Inhibition of recombinant human EGFR using peptide as substrate by fluorimetric analysis,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4229349
CHEMBL4083224,,616.74,4.78,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCCN(C)CC5)c(C)c4)nc32)C1,IC50,'=',209.0,nM,6.68,CHEMBL4038017,Inhibition of recombinant human wild type GST-tagged EGFR cytoplasmic domain (668 to 1210 residues) expressed in baculovirus using tyr4 peptide as substrate after 1 hr by FRET-based Z'-Lyte assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4033795
CHEMBL4586581,,489.0,3.44,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCNCCNCC1,IC50,'=',8.3,nM,8.08,CHEMBL4329616,Inhibition of wild type human N-terminal GST-tagged EGFR cytoplasmic domain (669 to 1210 residues) expressed in baculovirus expression system after 1 hr in presence of ULight-labeled peptide substrate and ATP by LANCE ultra kinase assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4325914
CHEMBL4063301,,380.88,5.55,O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C1CCCCC1,IC50,'=',6.13,nM,8.21,CHEMBL3999845,Inhibition of recombinant human GST-tagged EGFR cytoplasmic domain (668 to 1210 residues) expressed in baculovirus expression system by Z'-Lyte assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3997839
CHEMBL213818,,546.62,5.49,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)cc4)c3c2)o1,IC50,'=',24.0,nM,7.62,CHEMBL910357,Inhibition of ErbB1,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1149340
CHEMBL352591,,392.41,3.34,O=C(Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O)NOCc1ccccc1,IC50,'=',61000.0,nM,4.21,CHEMBL674006,Inhibition of EGF-stimulated DNA synthesis in ER 22 (EGF-receptor expressing) cells,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1127676
CHEMBL54400,,330.19,3.57,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,'=',16.0,nM,7.8,CHEMBL677215,Inhibition of Epidermal growth factor receptor autophosphorylation in A431 human epidermoid carcinoma cells,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1129564
CHEMBL289213,,440.3,4.13,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,IC50,'=',584.0,nM,6.23,CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1130030
CHEMBL4110614,,539.64,3.92,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2[C@@H]1CCCN(C(=O)/C=C/CN2CCOCC2)C1,IC50,'=',383.7,nM,6.42,CHEMBL3887533,"HotSpot kinase assay: IC50s were determined using the in vitro HotSpot kinase assay (purified enzymes, 33P-ATP, an appropriate substrate and 1 μM ATP.). For enzyme inhibition assays, compounds were tested in range of ten concentrations from 10 uM to 0.0005 uM using purified enzymes and the Hotspot kinase assay. Reaction conditions were 1 uM ATP, one hour incubation with inhibitor, and kinase activity detected using 33-ATP phosphorylation of an appropriately selected peptide substrate.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3886356
CHEMBL3931858,,527.63,3.51,CN(C/C=C/C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1)CCO,IC50,'=',74.5,nM,7.13,CHEMBL3887533,"HotSpot kinase assay: IC50s were determined using the in vitro HotSpot kinase assay (purified enzymes, 33P-ATP, an appropriate substrate and 1 μM ATP.). For enzyme inhibition assays, compounds were tested in range of ten concentrations from 10 uM to 0.0005 uM using purified enzymes and the Hotspot kinase assay. Reaction conditions were 1 uM ATP, one hour incubation with inhibitor, and kinase activity detected using 33-ATP phosphorylation of an appropriately selected peptide substrate.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3886356
CHEMBL3910496,,440.51,4.04,C=CC(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,IC50,'=',2.298,nM,8.64,CHEMBL3887533,"HotSpot kinase assay: IC50s were determined using the in vitro HotSpot kinase assay (purified enzymes, 33P-ATP, an appropriate substrate and 1 μM ATP.). For enzyme inhibition assays, compounds were tested in range of ten concentrations from 10 uM to 0.0005 uM using purified enzymes and the Hotspot kinase assay. Reaction conditions were 1 uM ATP, one hour incubation with inhibitor, and kinase activity detected using 33-ATP phosphorylation of an appropriately selected peptide substrate.",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3886356
CHEMBL1683950,,405.86,6.26,Fc1cccc(COc2ccc(Nc3cc(-c4ccccc4)ncn3)cc2Cl)c1,IC50,'=',1200.0,nM,5.92,CHEMBL1686143,Inhibition of EGFR by homogeneous time-resolved fluorescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1681756
CHEMBL256295,,377.38,3.15,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/O,IC50,'=',12.0,nM,7.92,CHEMBL934832,Inhibition of EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1145585
CHEMBL241919,,541.61,3.94,CCOc1cc2ncnc(NC3=CC(=O)C(OCc4cccc(C)c4)=CC3=O)c2cc1NC(=O)/C=C/CN(C)C,IC50,'=',173.1,nM,6.76,CHEMBL892954,Inhibition of human EGFR in presence of 1 mM ATP,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1147965
CHEMBL304929,,305.34,3.37,C#Cc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,IC50,'=',28.8,nM,7.54,CHEMBL924351,Inhibition of EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1140520
CHEMBL382638,,429.88,3.62,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@H]1C(N)=O,IC50,'=',20.0,nM,7.7,CHEMBL853149,Inhibition of EGFR in presence of 2 uM ATP,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1147701
CHEMBL136102,,512.41,3.12,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,'=',1.45,nM,8.84,CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1134843
CHEMBL461811,,581.05,4.73,Cc1cc(Oc2ccc(Nc3ncnc4cc(C#C[C@@H]5C[C@@H](OC(=O)N6CCOCC6)CN5)sc34)cc2Cl)no1,IC50,'=',400.0,nM,6.4,CHEMBL964194,Inhibition of EGFR by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1153281
CHEMBL24828,VANDETANIB,475.36,4.43,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,IC50,'=',0.5,nM,,CHEMBL5151930,Inhibition of EGFR (unknown origin),CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL5150004
CHEMBL1090356,,587.71,6.28,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,IC50,'=',63.0,nM,7.2,CHEMBL1108837,Inhibition of EGFR L858R mutant by time resolved fluorescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1156213
CHEMBL1090361,,571.71,6.43,CN1CCc2cc(Nc3nccc(-c4c(-c5cccc(NC(=O)Cc6ccccc6)c5)nc5sccn45)n3)ccc2C1,IC50,'=',57.0,nM,7.24,CHEMBL1108837,Inhibition of EGFR L858R mutant by time resolved fluorescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1156213
CHEMBL1090364,,557.68,6.09,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc4c(c3)CCNC4)n2)c1,IC50,'=',1000.0,nM,6.0,CHEMBL1108835,Inhibition of EGFR intracellular phosphorylation in human A431 cells by ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1156213
CHEMBL122182,,352.79,4.2,Oc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,IC50,'=',40.0,nM,7.4,CHEMBL621022,Inhibition of EGF-stimulated tyrosine phosphorylation in A431 cells.,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1130217
CHEMBL1091613,,430.92,6.03,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccncc2)c1)c1ccccc1Cl,IC50,'=',240.0,nM,6.62,CHEMBL1108837,Inhibition of EGFR L858R mutant by time resolved fluorescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1156213
CHEMBL1090351,,609.66,6.63,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1)c1c(F)cccc1F,IC50,'=',1.9,nM,8.72,CHEMBL1108837,Inhibition of EGFR L858R mutant by time resolved fluorescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1156213
CHEMBL1090353,,579.73,6.62,O=C(CC1CCCC1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,IC50,'=',660.0,nM,6.18,CHEMBL1108837,Inhibition of EGFR L858R mutant by time resolved fluorescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1156213
CHEMBL1095465,,454.33,4.65,COc1ccc(OC)c(Cc2cc3c(Nc4cccc(Br)c4)nc(N)nc3[nH]2)c1,IC50,'=',12600.0,nM,4.9,CHEMBL1112818,Inhibition of EGFR phosphorylation in human A431 cells after 10 mins by FLISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1157126
CHEMBL1094784,,437.25,6.62,FC(F)(F)c1cccc(Nc2ncnc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23)c1,IC50,'=',33100.0,nM,4.48,CHEMBL1112818,Inhibition of EGFR phosphorylation in human A431 cells after 10 mins by FLISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1157126
CHEMBL184311,,276.7,3.57,Cc1ccc2c(Nc3ccc(F)c(Cl)c3)ncnn12,IC50,'=',3250.0,nM,5.49,CHEMBL832893,In vitro inhibition of Epidermal growth factor receptor,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1138664
CHEMBL103860,,274.27,2.29,O=C(O)c1cc(CCc2cc(O)ccc2O)ccc1O,IC50,'=',3300.0,nM,5.48,CHEMBL674642,Inhibition of EGF-R Tyrosine kinase (TK),CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1127418
CHEMBL273789,,616.66,5.55,CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,IC50,'=',234.42,nM,6.63,CHEMBL944276,Inhibition of human recombinant EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1140899
CHEMBL179224,,372.31,3.94,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ncnc2nn3ccccc3c12,IC50,'=',10000.0,nM,5.0,CHEMBL944276,Inhibition of human recombinant EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1140899
CHEMBL431191,,294.36,3.59,COc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1,IC50,'=',860.0,nM,6.07,CHEMBL677880,In vitro inhibitory activity against epidermal growth factor receptor,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1129072
CHEMBL524132,,382.26,4.82,C=C(C)C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,'=',1.202,nM,8.92,CHEMBL944276,Inhibition of human recombinant EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1140899
CHEMBL454370,,395.26,4.38,C=C/C=C/C(=O)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,IC50,'=',1.096,nM,8.96,CHEMBL944276,Inhibition of human recombinant EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1140899
CHEMBL461796,,497.39,4.3,CN(C)CCCOC(=O)/C=C/C(=O)Cc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,'=',2.399,nM,8.62,CHEMBL944276,Inhibition of human recombinant EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1140899
CHEMBL446019,,325.76,3.55,C=CC(=O)Nc1cc2ncnc(Nc3cccc(Cl)c3)c2cn1,IC50,'=',0.537,nM,9.27,CHEMBL944276,Inhibition of human recombinant EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1140899
CHEMBL192737,,387.24,3.72,COCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,'=',174.0,nM,6.76,CHEMBL832761,Inhibition of EGF Receptor autophosphorylation in A431 cell lysate,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1141151
CHEMBL29197,,360.21,4.15,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,IC50,'=',6.0,nM,8.22,CHEMBL677832,Inhibitory activity against epidermal growth factor receptor tyrosine kinase.,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1130217
CHEMBL482715,,415.39,5.23,Nc1nc(Nc2ccc(F)c(C(F)(F)F)c2)c2cc(CCc3ccccc3)[nH]c2n1,IC50,'=',122000.0,nM,,CHEMBL957461,Inhibition of EGFR expressed in human tumor cells,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1150356
CHEMBL484109,,458.36,5.98,Nc1nc(Nc2cccc(Br)c2)c2cc(CCc3ccc4ccccc4c3)[nH]c2n1,IC50,'=',4700.0,nM,5.33,CHEMBL957461,Inhibition of EGFR expressed in human tumor cells,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1150356
CHEMBL2408824,,694.17,4.5,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(CCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1,IC50,'=',2940.0,nM,5.53,CHEMBL2412780,Inhibition of wild type EGFR (unknown origin) using Tyr 4 peptide as substrate after 1.5 hrs by FRET based Z'-lyte assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL2407010
CHEMBL327725,,342.3,-0.57,CC(O)C(/N=C1/C=C(O)/C(=N\C(C(=O)O)C(C)O)C=C1O)C(=O)O,IC50,'=',44000.0,nM,4.36,CHEMBL674103,Inhibition of Epidermal growth factor receptor,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1145828
CHEMBL2426290,,461.5,3.74,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(F)c(-c2cnn3ccccc23)n1,IC50,'=',19000.0,nM,4.72,CHEMBL2427713,Inhibition of wild type EGFR phosphorylation in human LoVo cells after 2 hrs by fluorescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL2424560
CHEMBL545541,,331.8,3.26,COc1cc2ncnc(NCc3ccccc3)c2cc1OC.Cl,IC50,'=',4.0,nM,8.4,CHEMBL676160,Inhibition of Epidermal growth factor receptor autophosphorylation.,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1129839
CHEMBL3088220,,458.27,3.4,Cc1ncc([N+](=O)[O-])n1C/C(=N/NC(=O)c1ccc(O)cc1)c1ccc(Br)cc1,IC50,'=',210.0,nM,6.68,CHEMBL3091175,Inhibition of recombinant EGFR cytoplasmic domain (645 to 1186) (unknown origin) autophosphorylation expressed in baculovirus infected insect Sf9 cells preincubated for 10 mins followed by ATP-MgCl2 addition measured after 1 hr by fluorometric analysis,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3085672
CHEMBL2385984,,570.02,5.04,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(F)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,IC50,'=',5000.0,nM,5.3,CHEMBL2390159,Inhibition of recombinant EGFR (unknown origin) after 10 mins by DELFIA/time-resolved fluorometry,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL2384937
CHEMBL2385959,,571.07,5.8,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/c1ccc(CNCCS(C)(=O)=O)o1,IC50,'=',460.0,nM,6.34,CHEMBL2390159,Inhibition of recombinant EGFR (unknown origin) after 10 mins by DELFIA/time-resolved fluorometry,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL2384937
CHEMBL3092307,,517.01,4.8,CCN(CC)CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,IC50,'=',2235.0,nM,5.65,CHEMBL3095055,"Inhibition of EGFR T790M/L858M double mutant (unknown origin) expressed in baculovirus expression system using poly (Glu, Tyr) 4:1 as substrate after 60 mins by ELISA",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3091333
CHEMBL3092304,,455.88,4.09,C#CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,IC50,'=',232.0,nM,6.63,CHEMBL3095060,"Inhibition of wild type EGFR (unknown origin) expressed in baculovirus expression system using poly (Glu, Tyr) 4:1 as substrate after 60 mins by ELISA",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3091333
CHEMBL3092303,,530.99,3.48,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCN(CCO)CC1,IC50,'=',331.0,nM,6.48,CHEMBL3095060,"Inhibition of wild type EGFR (unknown origin) expressed in baculovirus expression system using poly (Glu, Tyr) 4:1 as substrate after 60 mins by ELISA",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3091333
CHEMBL3092319,,475.88,4.52,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CC(F)C1,IC50,'=',967.0,nM,6.01,CHEMBL3095060,"Inhibition of wild type EGFR (unknown origin) expressed in baculovirus expression system using poly (Glu, Tyr) 4:1 as substrate after 60 mins by ELISA",CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL3091333
CHEMBL2064403,,445.48,2.88,O=c1oc2cc3ncnc(Nc4ccc5[nH]ncc5c4)c3cc2n1CCCN1CCOCC1,IC50,'=',120.0,nM,6.92,CHEMBL2066000,Inhibition of EGFR,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL2062376
CHEMBL595757,,326.4,3.38,COc1ccccc1C(Cc1coc2nc(N)nc(N)c12)C(C)C,IC50,'=',18200.0,nM,4.74,CHEMBL1038898,Inhibition of EGFR in human A431 cells by phosphotyrosine ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1152608
CHEMBL248115,,478.0,4.33,Cc1cncc(COc2ccc(Nc3ncnn4ccc(CN5CCC(N)CC5)c34)cc2Cl)c1,IC50,'=',85.0,nM,7.07,CHEMBL923201,Inhibition of human recombinant EGFR expressed in insect Sf9 cells,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1140690
CHEMBL246493,,497.96,4.35,Fc1cccc(COc2ccc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)cc2Cl)c1,IC50,'=',560.0,nM,6.25,CHEMBL923201,Inhibition of human recombinant EGFR expressed in insect Sf9 cells,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1140690
CHEMBL391778,,484.58,4.18,NCC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,IC50,'=',35.0,nM,7.46,CHEMBL923201,Inhibition of human recombinant EGFR expressed in insect Sf9 cells,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1140690
CHEMBL1812434,,524.22,6.55,O=C(/C=C/c1ccccc1Br)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,'=',4280.0,nM,5.37,CHEMBL1816084,Inhibition of recombinant EGFR expressed in baculovirus infected Sf9 cells after 1 hr by DELFIA/time-resolved fluorimetry assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1811883
CHEMBL37543,,414.26,2.84,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,'=',316.23,nM,6.5,CHEMBL1798351,Inhibition autophosphorylation of EGFR in human DiFi cells after 2 hrs by ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1795334
CHEMBL109503,,373.33,4.89,COc1cc2ncc(C#N)c(Nc3cccc(C(F)(F)F)c3)c2cc1OC,IC50,'=',1445.44,nM,5.84,CHEMBL1798351,Inhibition autophosphorylation of EGFR in human DiFi cells after 2 hrs by ELISA,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1795334
CHEMBL939,GEFITINIB,446.91,4.28,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,IC50,'=',4.2,nM,8.38,CHEMBL1817212,Inhibition of EGFR after 1 hrs by luminescence assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL1811776
CHEMBL4060919,,362.44,2.35,C=CC(=O)N1CCC[C@@H](n2nc(Cc3ccccc3)c3c(N)ncnc32)C1,IC50,'=',20.0,nM,7.7,CHEMBL4041412,Inhibition of wild type N-terminal GST-fused human EGFR cytoplasmic domain expressed in baculovirus expression system preincubated for 30 mins followed by ATP and TK-substrate addition measured after 25 mins by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4038351
CHEMBL4099254,,312.38,1.64,C=CC(=O)N1CCC[C@@H](n2nc(C3CC3)c3c(N)ncnc32)C1,IC50,'=',700.0,nM,6.16,CHEMBL4041412,Inhibition of wild type N-terminal GST-fused human EGFR cytoplasmic domain expressed in baculovirus expression system preincubated for 30 mins followed by ATP and TK-substrate addition measured after 25 mins by HTRF assay,CHEMBL203,Epidermal growth factor receptor,Homo sapiens,CHEMBL4038351
